id,label
0,neg
1,pos
2,neg
3,neg
4,neg
5,pos
6,pos
7,neg
8,neg
9,pos
10,neg
11,neg
12,pos
13,neg
14,neg
15,pos
16,pos
17,pos
18,pos
19,neg
20,neg
21,neg
22,neg
23,neg
24,pos
25,pos
26,neg
27,neg
28,pos
29,neg
30,pos
31,neg
32,neg
33,neg
34,neg
35,pos
36,pos
37,neg
38,pos
39,neg
40,neg
41,neg
42,neg
43,neg
44,pos
45,neg
46,neg
47,neg
48,pos
49,pos
50,pos
51,pos
52,pos
53,neg
54,neg
55,neg
56,neg
57,neg
58,neg
59,neg
60,neg
61,pos
62,neg
63,pos
64,neg
65,neg
66,neg
67,pos
68,pos
69,pos
70,neg
71,pos
72,pos
73,pos
74,neg
75,pos
76,neg
77,neg
78,neg
79,neg
80,neg
81,neg
82,neg
83,pos
84,neg
85,pos
86,pos
87,pos
88,neg
89,neg
90,pos
91,neg
92,pos
93,neg
94,neg
95,neg
96,neg
97,neg
98,pos
99,neg
100,pos
101,pos
102,neg
103,pos
104,neg
105,pos
106,neg
107,pos
108,neg
109,neg
110,neg
111,pos
112,pos
113,neg
114,neg
115,pos
116,neg
117,neg
118,neg
119,pos
120,pos
121,pos
122,neg
123,neg
124,neg
125,pos
126,pos
127,neg
128,neg
129,neg
130,neg
131,neg
132,neg
133,neg
134,neg
135,neg
136,pos
137,pos
138,neg
139,neg
140,pos
141,neg
142,pos
143,neg
144,pos
145,pos
146,pos
147,pos
148,pos
149,pos
150,neg
151,neg
152,neg
153,neg
154,neg
155,neg
156,neg
157,pos
158,pos
159,neg
160,neg
161,pos
162,pos
163,neg
164,neg
165,neg
166,pos
167,neg
168,neg
169,pos
170,neg
171,pos
172,pos
173,neg
174,neg
175,pos
176,neg
177,neg
178,neg
179,neg
180,neg
181,neg
182,pos
183,pos
184,pos
185,neg
186,neg
187,pos
188,neg
189,neg
190,neg
191,neg
192,neg
193,neg
194,pos
195,neg
196,neg
197,neg
198,neg
199,neg
200,neg
201,neg
202,neg
203,pos
204,neg
205,neg
206,neg
207,neg
208,neg
209,neg
210,neg
211,pos
212,pos
213,pos
214,pos
215,neg
216,pos
217,neg
218,neg
219,neg
220,neg
221,pos
222,neg
223,pos
224,pos
225,pos
226,neg
227,pos
228,pos
229,pos
230,pos
231,neg
232,neg
233,pos
234,pos
235,pos
236,neg
237,pos
238,neg
239,neg
240,neg
241,neg
242,pos
243,neg
244,pos
245,neg
246,pos
247,neg
248,pos
249,neg
250,pos
251,pos
252,neg
253,pos
254,neg
255,neg
256,neg
257,neg
258,pos
259,neg
260,neg
261,neg
262,neg
263,pos
264,neg
265,pos
266,pos
267,neg
268,neg
269,neg
270,pos
271,neg
272,neg
273,neg
274,pos
275,pos
276,neg
277,neg
278,neg
279,neg
280,neg
281,neg
282,neg
283,pos
284,neg
285,neg
286,neg
287,neg
288,pos
289,pos
290,pos
291,neg
292,neg
293,pos
294,neg
295,neg
296,neg
297,pos
298,neg
299,pos
300,neg
301,neg
302,neg
303,neg
304,neg
305,pos
306,neg
307,neg
308,pos
309,neg
310,neg
311,pos
312,neg
313,neg
314,neg
315,pos
316,neg
317,neg
318,pos
319,neg
320,pos
321,pos
322,neg
323,neg
324,pos
325,pos
326,pos
327,pos
328,pos
329,pos
330,neg
331,pos
332,neg
333,neg
334,neg
335,neg
336,neg
337,neg
338,neg
339,pos
340,neg
341,pos
342,neg
343,neg
344,pos
345,neg
346,neg
347,neg
348,neg
349,neg
350,neg
351,neg
352,neg
353,neg
354,neg
355,pos
356,pos
357,neg
358,neg
359,neg
360,neg
361,pos
362,neg
363,neg
364,neg
365,neg
366,neg
367,neg
368,pos
369,pos
370,neg
371,neg
372,neg
373,neg
374,neg
375,pos
376,pos
377,neg
378,pos
379,pos
380,neg
381,neg
382,pos
383,neg
384,pos
385,pos
386,neg
387,pos
388,pos
389,pos
390,neg
391,neg
392,neg
393,pos
394,pos
395,pos
396,pos
397,neg
398,neg
399,pos
400,neg
401,neg
402,neg
403,neg
404,neg
405,neg
406,neg
407,neg
408,pos
409,pos
410,neg
411,neg
412,neg
413,neg
414,neg
415,neg
416,neg
417,neg
418,neg
419,pos
420,neg
421,neg
422,neg
423,pos
424,neg
425,neg
426,neg
427,pos
428,neg
429,neg
430,neg
431,pos
432,pos
433,pos
434,pos
435,neg
436,neg
437,neg
438,pos
439,pos
440,neg
441,pos
442,pos
443,neg
444,pos
445,pos
446,pos
447,pos
448,neg
449,pos
450,neg
451,neg
452,pos
453,neg
454,neg
455,neg
456,neg
457,neg
458,neg
459,pos
460,pos
461,neg
462,neg
463,pos
464,neg
465,neg
466,neg
467,neg
468,neg
469,neg
470,pos
471,neg
472,pos
473,pos
474,neg
475,pos
476,neg
477,pos
478,neg
479,pos
480,pos
481,pos
482,neg
483,neg
484,pos
485,neg
486,neg
487,neg
488,neg
489,neg
490,pos
491,pos
492,neg
493,pos
494,neg
495,pos
496,neg
497,pos
498,neg
499,neg
500,neg
501,neg
502,neg
503,neg
504,neg
505,neg
506,pos
507,neg
508,neg
509,neg
510,neg
511,neg
512,pos
513,pos
514,neg
515,pos
516,neg
517,pos
518,pos
519,neg
520,pos
521,pos
522,neg
523,pos
524,pos
525,pos
526,pos
527,neg
528,pos
529,pos
530,neg
531,pos
532,pos
533,pos
534,pos
535,neg
536,pos
537,neg
538,neg
539,pos
540,pos
541,neg
542,neg
543,pos
544,neg
545,neg
546,neg
547,neg
548,pos
549,neg
550,neg
551,neg
552,pos
553,pos
554,neg
555,neg
556,neg
557,neg
558,neg
559,pos
560,neg
561,pos
562,pos
563,neg
564,neg
565,pos
566,pos
567,neg
568,neg
569,pos
570,neg
571,pos
572,neg
573,neg
574,pos
575,pos
576,pos
577,neg
578,pos
579,pos
580,pos
581,neg
582,neg
583,neg
584,neg
585,neg
586,neg
587,neg
588,pos
589,neg
590,pos
591,neg
592,neg
593,neg
594,neg
595,neg
596,pos
597,neg
598,neg
599,neg
600,neg
601,neg
602,neg
603,neg
604,pos
605,pos
606,neg
607,pos
608,pos
609,neg
610,neg
611,neg
612,neg
613,neg
614,neg
615,neg
616,neg
617,pos
618,neg
619,neg
620,pos
621,neg
622,neg
623,pos
624,pos
625,neg
626,neg
627,neg
628,pos
629,pos
630,neg
631,neg
632,pos
633,neg
634,neg
635,neg
636,pos
637,neg
638,neg
639,neg
640,neg
641,neg
642,pos
643,neg
644,neg
645,pos
646,neg
647,neg
648,neg
649,neg
650,neg
651,neg
652,neg
653,neg
654,neg
655,neg
656,pos
657,neg
658,neg
659,pos
660,pos
661,pos
662,pos
663,pos
664,pos
665,pos
666,neg
667,neg
668,pos
669,neg
670,pos
671,neg
672,neg
673,neg
674,neg
675,neg
676,neg
677,neg
678,neg
679,pos
680,pos
681,neg
682,neg
683,neg
684,neg
685,pos
686,neg
687,pos
688,neg
689,pos
690,neg
691,neg
692,neg
693,neg
694,neg
695,neg
696,neg
697,neg
698,neg
699,pos
700,pos
701,neg
702,neg
