id,label
0,pos
1,neg
2,pos
3,neg
4,pos
5,neg
6,pos
7,neg
8,pos
9,pos
10,neg
11,neg
12,neg
13,pos
14,neg
15,neg
16,pos
17,pos
18,pos
19,pos
20,pos
21,neg
22,neg
23,neg
24,pos
25,neg
26,pos
27,neg
28,neg
29,pos
30,pos
31,neg
32,neg
33,neg
34,pos
35,pos
36,neg
37,neg
38,neg
39,neg
40,neg
41,pos
42,pos
43,neg
44,pos
45,neg
46,neg
47,pos
48,pos
49,pos
50,pos
51,pos
52,neg
53,pos
54,neg
55,pos
56,pos
57,neg
58,neg
59,pos
60,pos
61,pos
62,neg
63,pos
64,pos
65,neg
66,neg
67,pos
68,pos
69,neg
70,neg
71,neg
72,neg
73,pos
74,neg
75,pos
76,neg
77,neg
78,pos
79,pos
80,neg
81,neg
82,pos
83,pos
84,neg
85,pos
86,neg
87,neg
88,neg
89,neg
90,neg
91,neg
92,pos
93,neg
94,neg
95,pos
96,pos
97,neg
98,neg
99,neg
100,neg
101,neg
102,pos
103,neg
104,neg
105,pos
106,neg
107,neg
108,neg
109,pos
110,pos
111,neg
112,pos
113,neg
114,pos
115,neg
116,neg
117,pos
118,neg
119,neg
120,pos
121,neg
122,neg
123,neg
124,neg
125,neg
126,neg
127,neg
128,pos
129,neg
130,neg
131,pos
132,neg
133,neg
134,neg
135,pos
136,pos
137,pos
138,pos
139,pos
140,pos
141,neg
142,pos
143,neg
144,neg
145,pos
146,pos
147,pos
148,pos
149,pos
150,neg
151,neg
152,pos
153,neg
154,neg
155,neg
156,pos
157,pos
158,pos
159,pos
160,pos
161,pos
162,pos
163,neg
164,neg
165,neg
166,neg
167,neg
168,pos
169,neg
170,neg
171,pos
172,neg
173,neg
174,neg
175,neg
176,neg
177,pos
178,neg
179,pos
180,neg
181,pos
182,pos
183,pos
184,pos
185,pos
186,neg
187,neg
188,neg
189,neg
190,neg
191,neg
192,neg
193,neg
194,neg
195,pos
196,pos
197,neg
198,neg
199,pos
200,neg
201,neg
202,neg
203,neg
204,pos
205,neg
206,neg
207,neg
208,neg
209,neg
210,pos
211,neg
212,neg
213,pos
214,neg
215,neg
216,neg
217,neg
218,neg
219,neg
220,neg
221,neg
222,neg
223,neg
224,pos
225,neg
226,neg
227,pos
228,pos
229,pos
230,neg
231,pos
232,neg
233,neg
234,pos
235,neg
236,neg
237,pos
238,pos
239,pos
240,neg
241,neg
242,pos
243,pos
244,pos
245,pos
246,neg
247,pos
248,neg
249,neg
250,pos
251,neg
252,neg
253,neg
254,neg
255,pos
256,neg
257,pos
258,neg
259,neg
260,neg
261,pos
262,neg
263,pos
264,pos
265,pos
266,neg
267,neg
268,neg
269,neg
270,neg
271,pos
272,neg
273,pos
274,neg
275,pos
276,neg
277,neg
278,pos
279,neg
280,neg
281,neg
282,pos
283,pos
284,neg
285,neg
286,neg
287,pos
288,pos
289,neg
290,neg
291,neg
292,pos
293,neg
294,neg
295,neg
296,pos
297,neg
298,pos
299,pos
300,pos
301,pos
302,neg
303,pos
304,neg
305,pos
306,neg
307,pos
308,neg
309,pos
310,pos
311,pos
312,neg
313,neg
314,pos
315,neg
316,pos
317,pos
318,neg
319,pos
320,neg
321,pos
322,neg
323,neg
324,neg
325,pos
326,neg
327,neg
328,pos
329,neg
330,neg
331,neg
332,neg
333,neg
334,pos
335,neg
336,pos
337,neg
338,neg
339,pos
340,neg
341,pos
342,neg
343,neg
344,neg
345,neg
346,pos
347,pos
348,pos
349,pos
350,pos
351,neg
352,neg
353,neg
354,neg
355,neg
356,neg
357,neg
358,neg
359,pos
360,neg
361,neg
362,pos
363,neg
364,pos
365,neg
366,pos
367,neg
368,pos
369,neg
370,neg
371,neg
372,neg
373,neg
374,neg
375,pos
376,pos
377,neg
378,neg
379,pos
380,neg
381,neg
382,pos
383,neg
384,pos
385,pos
386,neg
387,neg
388,pos
389,neg
390,neg
391,neg
392,neg
393,pos
394,pos
395,pos
396,pos
397,neg
398,neg
399,pos
400,neg
401,neg
402,neg
403,neg
404,pos
405,neg
406,neg
407,neg
408,neg
409,pos
410,neg
411,pos
412,neg
413,neg
414,neg
415,neg
416,pos
417,pos
418,neg
419,pos
420,pos
421,neg
422,neg
423,neg
424,neg
425,neg
426,neg
427,neg
428,neg
429,neg
430,neg
431,neg
432,pos
433,neg
434,pos
435,neg
436,pos
437,neg
438,pos
439,pos
440,neg
441,pos
442,neg
443,pos
444,neg
445,pos
446,neg
447,pos
448,pos
449,pos
450,neg
451,neg
452,pos
453,neg
454,pos
455,neg
456,neg
457,neg
458,neg
459,neg
460,pos
461,pos
462,pos
463,neg
464,neg
465,neg
466,neg
467,pos
468,neg
469,neg
470,neg
471,pos
472,neg
473,pos
474,pos
475,pos
476,pos
477,pos
478,neg
479,neg
480,pos
481,pos
482,neg
483,neg
484,pos
485,pos
486,neg
487,pos
488,pos
489,neg
490,pos
491,neg
492,neg
493,neg
494,neg
495,pos
496,neg
497,neg
498,neg
499,neg
500,neg
501,neg
502,neg
503,pos
504,neg
505,neg
506,neg
507,neg
508,pos
509,neg
510,neg
511,neg
512,neg
513,pos
514,neg
515,neg
516,neg
517,neg
518,neg
519,neg
520,neg
521,neg
522,neg
523,neg
524,pos
525,neg
526,neg
527,pos
528,pos
529,pos
530,neg
531,pos
532,pos
533,pos
534,pos
535,neg
536,pos
537,neg
538,neg
539,neg
540,neg
541,pos
542,pos
543,pos
544,neg
545,neg
546,neg
547,neg
548,neg
549,neg
550,neg
551,neg
552,neg
553,pos
554,neg
555,neg
556,neg
557,neg
558,neg
559,neg
560,neg
561,neg
562,neg
563,neg
564,neg
565,neg
566,pos
567,pos
568,neg
569,neg
570,neg
571,neg
572,neg
573,neg
574,neg
575,neg
576,neg
577,neg
578,neg
579,pos
580,neg
581,pos
582,neg
583,neg
584,neg
585,neg
586,neg
587,neg
588,neg
589,pos
590,pos
591,neg
592,neg
593,neg
594,neg
595,pos
596,pos
597,neg
598,neg
599,neg
600,neg
601,neg
602,neg
603,neg
604,pos
605,neg
606,pos
607,neg
608,neg
609,neg
610,neg
611,neg
612,pos
613,neg
614,pos
615,neg
616,neg
617,neg
618,neg
619,pos
620,pos
621,neg
622,neg
623,neg
624,neg
625,pos
626,neg
627,neg
628,pos
629,neg
630,pos
631,neg
632,pos
633,neg
634,pos
635,neg
636,neg
637,neg
638,pos
639,neg
640,neg
641,pos
642,neg
643,pos
644,neg
645,neg
646,neg
647,neg
648,neg
649,neg
650,neg
651,pos
652,pos
653,neg
654,pos
655,neg
656,neg
657,neg
658,neg
659,neg
660,neg
661,neg
662,neg
663,neg
664,neg
665,neg
666,pos
667,neg
668,neg
669,pos
670,neg
671,neg
672,neg
673,neg
674,neg
675,neg
676,neg
677,neg
678,pos
679,pos
680,neg
681,neg
682,neg
683,neg
684,neg
685,neg
686,pos
687,pos
688,neg
689,neg
690,pos
691,neg
692,neg
693,neg
694,neg
695,neg
696,neg
697,neg
698,neg
699,pos
700,neg
701,pos
702,neg
703,neg
704,neg
705,pos
706,neg
707,neg
708,pos
709,neg
710,neg
711,pos
712,neg
713,pos
714,pos
715,neg
716,pos
717,neg
718,pos
719,pos
720,neg
721,neg
722,pos
723,neg
724,neg
725,pos
726,neg
727,pos
728,pos
729,neg
730,neg
731,neg
732,neg
733,neg
734,neg
735,neg
736,pos
737,neg
738,pos
739,neg
740,neg
741,pos
742,neg
743,neg
744,pos
745,neg
746,neg
747,pos
748,pos
749,neg
750,neg
751,neg
752,pos
753,neg
754,neg
755,neg
756,neg
757,pos
758,pos
759,neg
760,neg
761,neg
762,pos
763,neg
764,pos
765,neg
766,neg
767,neg
768,neg
769,neg
770,neg
771,neg
772,neg
773,neg
774,neg
775,pos
776,pos
777,pos
778,pos
779,neg
780,neg
781,neg
782,neg
783,pos
784,neg
785,pos
786,neg
787,pos
788,neg
789,pos
790,neg
791,neg
792,neg
793,neg
794,neg
795,neg
796,neg
797,neg
798,pos
799,neg
800,pos
801,pos
802,pos
803,neg
804,neg
805,neg
806,pos
807,neg
808,neg
809,neg
810,neg
811,neg
812,pos
813,neg
814,pos
815,neg
816,neg
817,neg
818,pos
819,neg
820,neg
821,neg
822,neg
823,neg
824,neg
825,neg
826,neg
827,neg
828,neg
829,neg
830,neg
831,neg
832,neg
833,neg
834,pos
835,pos
836,pos
837,neg
838,pos
839,pos
840,neg
841,pos
842,pos
843,pos
844,neg
845,pos
846,pos
847,pos
848,neg
849,neg
850,pos
851,pos
852,neg
853,pos
854,pos
855,neg
856,neg
857,neg
858,pos
859,neg
860,pos
861,neg
862,neg
863,neg
864,neg
865,neg
866,neg
867,neg
868,neg
869,pos
870,pos
871,neg
872,neg
873,neg
874,pos
875,neg
876,neg
877,neg
878,neg
879,neg
880,pos
881,pos
882,neg
883,neg
884,pos
885,neg
886,neg
887,neg
888,neg
889,pos
890,neg
891,neg
892,neg
893,neg
894,neg
895,pos
896,neg
897,neg
898,pos
899,neg
900,neg
901,neg
902,neg
903,pos
904,neg
905,neg
906,neg
907,neg
908,neg
909,neg
910,neg
911,neg
912,neg
913,neg
914,neg
915,neg
916,neg
917,neg
918,neg
919,neg
920,neg
921,neg
922,neg
923,neg
924,neg
925,neg
926,neg
927,neg
928,neg
929,pos
930,neg
931,neg
932,pos
933,neg
934,neg
935,neg
936,neg
937,neg
938,neg
939,pos
940,neg
941,neg
942,neg
943,neg
944,pos
945,pos
946,neg
947,neg
948,neg
949,pos
950,pos
951,pos
952,neg
953,pos
954,neg
955,pos
956,neg
957,pos
958,neg
959,neg
960,neg
961,neg
962,neg
963,neg
964,neg
965,pos
966,neg
967,neg
968,neg
969,pos
970,neg
971,neg
972,neg
973,neg
974,neg
975,neg
976,neg
977,neg
978,neg
979,neg
980,neg
981,neg
982,neg
983,neg
984,neg
985,pos
986,pos
987,neg
988,neg
989,neg
990,pos
991,pos
992,neg
993,pos
994,neg
995,neg
996,neg
997,neg
998,neg
999,neg
1000,neg
1001,neg
1002,pos
1003,pos
1004,neg
1005,neg
1006,neg
1007,pos
1008,neg
1009,neg
1010,neg
1011,pos
1012,pos
1013,neg
1014,neg
1015,neg
1016,neg
1017,pos
1018,neg
1019,neg
1020,neg
1021,neg
1022,neg
1023,pos
1024,neg
1025,neg
1026,pos
1027,pos
1028,pos
1029,pos
1030,neg
1031,pos
1032,pos
1033,neg
1034,pos
1035,neg
1036,neg
1037,neg
1038,neg
1039,neg
1040,neg
1041,neg
1042,neg
1043,pos
1044,neg
1045,neg
1046,pos
1047,neg
1048,neg
1049,pos
1050,neg
1051,pos
1052,pos
1053,neg
1054,pos
1055,neg
1056,neg
1057,neg
1058,neg
1059,neg
1060,neg
1061,neg
1062,neg
1063,neg
1064,neg
1065,neg
1066,neg
1067,neg
1068,neg
1069,neg
1070,neg
1071,neg
1072,neg
1073,neg
1074,neg
1075,pos
1076,neg
1077,pos
1078,pos
1079,neg
1080,pos
1081,neg
1082,pos
1083,neg
1084,neg
1085,neg
1086,neg
1087,pos
1088,pos
1089,pos
1090,pos
1091,neg
1092,neg
1093,pos
1094,neg
1095,pos
1096,neg
1097,neg
1098,neg
1099,neg
1100,neg
1101,pos
1102,pos
1103,neg
1104,neg
1105,neg
1106,neg
1107,neg
1108,pos
1109,pos
1110,pos
1111,neg
1112,pos
1113,neg
1114,neg
1115,neg
1116,neg
1117,neg
1118,pos
1119,pos
1120,neg
1121,neg
1122,neg
1123,neg
1124,neg
1125,pos
1126,neg
1127,pos
1128,pos
1129,pos
1130,neg
1131,neg
1132,pos
1133,pos
1134,pos
1135,pos
1136,neg
1137,neg
1138,pos
1139,neg
1140,pos
1141,pos
1142,neg
1143,pos
1144,neg
1145,pos
1146,pos
1147,neg
1148,pos
1149,neg
1150,neg
1151,neg
1152,neg
1153,neg
1154,neg
1155,pos
1156,neg
1157,pos
1158,neg
1159,neg
1160,neg
1161,pos
1162,pos
1163,pos
1164,neg
1165,neg
1166,neg
1167,neg
1168,pos
1169,neg
1170,pos
1171,neg
1172,neg
1173,neg
1174,pos
1175,neg
1176,neg
1177,neg
1178,neg
1179,neg
1180,neg
1181,neg
1182,neg
1183,neg
1184,neg
1185,neg
1186,neg
1187,pos
1188,neg
1189,neg
1190,neg
1191,neg
1192,neg
1193,neg
1194,neg
1195,neg
1196,pos
1197,neg
